,title,image_id,medium_display,style_title,artwork_type,category_title,artist_title
3352,Plaque: “Amun is in Luxor”,539273aa-3580-1144-ce46-2001100653c5,Carnelian,egyptian,Costume and Accessories,,Ancient Egyptian
3353,Plaque: King in Chariot Shoots Enemy/King Seated in the Barque of Amun,0cdc4e7c-56d0-8dff-1aae-606158e8b24b,Steatite,new kingdom,Costume and Accessories,,Ancient Egyptian
3354,Plaque: Amenhotep II Offers Incense/Amun-Re Seated on Throne,9585cbb9-bcf6-69b2-4686-55733cebf704,Steatite,new kingdom,Costume and Accessories,,Ancient Egyptian
3355,"Plaque: Menkheperkare, Chosen of Re",78ba5394-0a91-9ff8-9709-1551436da6fd,Stone,new kingdom,Costume and Accessories,,Ancient Egyptian
3356,Plaque: Sphinx with Cartouche/Maatkare Flanked by Feathers,5136002b-9923-71a5-ce26-4b9acdb0b022,Glazed steatite,new kingdom,Decorative Arts,,Ancient Egyptian
3357,Plaque: Menkheperre (Thutmose III)/Sphinx with Crown and Beard,60dafd62-e123-ab4a-66d7-7f7a605eb33f,Ceramic,new kingdom,Costume and Accessories,,Ancient Egyptian
3358,Plaque: Cartouche of Nimaatre (Amenemhat III),fd042207-23a7-7fa9-2788-e4e7d2d853ac,Steatite,middle kingdom,Costume and Accessories,,Ancient Egyptian
3359,Cowroid: Floral Motif,ef9aa2c7-0c4e-fbff-584c-5076b644dacc,Steatite,new kingdom,Costume and Accessories,,Ancient Egyptian
3360,"Cowroid: Hes vase, flowers, and nb sign",3a56bb27-da3a-7638-9fb2-9bcba4e1188d,Ceramic,new kingdom,Costume and Accessories,,Ancient Egyptian
3361,"Cowroid: The King’s Wife, Tiye",7e30a1b9-80fb-3abf-0295-d81ea56f42db,Faience or steatite,new kingdom,Costume and Accessories,,Ancient Egyptian
3362,Cowroid: Hathor Sistrum Flanked by Uraei,78c68773-85d5-0b6d-8702-b8c43476e18d,Steatite,new kingdom,Costume and Accessories,,Ancient Egyptian
3363,Cowroid: Ankhsenamun,11d0935b-c64a-a0ab-2e16-d9a9f08c72e2,Faience,new kingdom,Costume and Accessories,,Ancient Egyptian
3364,Plaque: Geometric design/hunting scene,c0953f84-d2b9-6827-1f43-e6c12e38f1a2,Steatite?,second intermediate period,Costume and Accessories,,Ancient Egyptian
3365,Plaque: Nebmaatre/Amenhotep Ruler of Thebes,3779411c-77e1-e34c-8b31-eb9b5d20f29b,Glazed steatite,new kingdom,Costume and Accessories,,Ancient Egyptian
3366,Amulet of the Goddess Mut,36d568e4-3b15-437b-71f7-f2adf5b5e7e9,Faience,egyptian,Costume and Accessories,,Ancient Egyptian
3367,Amulet of the God Shu with Disk,a7d28f84-d487-28ab-79de-a9c96c82879b,Faience,egyptian,Costume and Accessories,,Ancient Egyptian
3368,Amulet of the God Bes,2458536a-6ae5-f7a2-856e-2a6aba43da9d,Faience,third intermediate period,Costume and Accessories,,Ancient Egyptian
3369,Amulet of the Goddess Sekhmet,9772eb34-65db-121a-6016-c34cba8b2826,Faience,egyptian,Costume and Accessories,,Ancient Egyptian
3370,Amulet of the Seated Goddess Sekhmet,99d428e4-4087-dab6-fda1-237ef26ac66f,Ceramic,egyptian,Costume and Accessories,,Ancient Egyptian
3371,"Statuette of the Theban Triad, Amun, Mut, and Khonsu",37a3eb25-df31-6dff-eb39-f391f96a97a4,Bronze and gold,egyptian,Sculpture,,Ancient Egyptian
3372,Statuette of a Cat,88be4136-574c-4715-df3f-2e1716e9c5f2,Bronze,third intermediate period,Sculpture,,Ancient Egyptian
3373,Statuette of the Goddess Nephthys,26ce5df5-2555-29d3-e536-37db854fe736,Bronze,third intermediate period,Sculpture,,Ancient Egyptian
3374,Statuette of the Apis Bull,5091866d-6f4b-818d-a178-6447840d30b9,Bronze,third intermediate period,Sculpture,,Ancient Egyptian
3375,Statuette of the Apis Bull,d924f499-9cf2-8fde-3255-7c24719b1d95,Bronze,third intermediate period,Sculpture,,Ancient Egyptian
3376,Statuette of the God Harpocrates,57be7b3d-645b-50b2-121a-4cd38b5b9551,Bronze,third intermediate period,Sculpture,,Ancient Egyptian
3377,Statuette of the God Amun-Re,c59c33f4-9cd1-25e6-bf1a-fa47a43a2b86,Bronze,third intermediate period,Sculpture,,Ancient Egyptian
3378,Statuette of the Goddess Mut,3f86ec9c-fa60-556e-2a6d-2f6591e261d1,Bronze,third intermediate period,Sculpture,,Ancient Egyptian
3379,Statuette of the God Anubis,6cccf043-40cc-37bf-f7bb-8026707700b4,Bronze,third intermediate period,Sculpture,,Ancient Egyptian
3380,Statuette of the Goddess Neith,e8afa3c5-3a3e-0c7c-3dfc-809bdfe65528,Bronze,third intermediate period,Sculpture,,Ancient Egyptian
3381,Statuette of the Goddess Isis Holding the God Horus,83de3a57-02ba-7e3a-f8da-805c2333499b,Copper alloy,third intermediate period,Sculpture,,Ancient Egyptian
3382,Tetradrachm (Coin) Portraying Emperor Claudius II Gothicus,227b5e9c-7a76-b5f1-09ef-df6b4b9044c3,Billon,roman period (egyptian),Coin,,Ancient Egyptian
3383,Coin Portraying Emperor Valerian,7784d45c-2363-9347-20ae-12c429f7fcd6,Billon,roman period (egyptian),Coin,,Ancient Egyptian
3384,Coin Portraying Emperor Gordian III,b137bc5b-3cb8-079f-9797-5fa96ced0034,Billon,roman period (egyptian),Coin,,Ancient Egyptian
3385,New Year's Vessel (Pilgrim Bottle),12875b47-2ba6-b8b1-e9e2-b3248a591336,Faience,late period (egyptian),Vessel,,Ancient Egyptian
3386,New Year's Vessel (Pilgrim Bottle),7732e560-79e8-92fe-ef8b-970599cd7088,Faience,late period (egyptian),Vessel,,Ancient Egyptian
3387,Pilgrim Bottle,d828b21e-f557-d871-b16a-5bb66bad1027,Ceramic and pigment,eighteenth dynasty,Vessel,,Ancient Egyptian
3388,New Year's Vessel (Pilgrim Bottle),e47f8381-3ab9-ea1b-c07d-e843ad4fadb3,Faience,late period (egyptian),Vessel,,Ancient Egyptian
3389,Vessel,a91fb82a-7a48-c8b1-91b9-b228226a1700,Ceramic,new kingdom,Vessel,,Ancient Egyptian
3390,Wall Fragment from a Tomb Depicting Three Offering Bearers,4c486011-07a5-81ac-e203-f9101d850e6f,Limestone,old kingdom,Architectural fragment,,Ancient Egyptian
3391,Fragment of an Inlay Depicting a Theater Mask,96af11c4-6b70-b565-0e68-208d24573f4b,"Glass, mosaic glass technique",ptolemaic,Decorative Arts,,Ancient Egyptian
3392,Amulet of a Heart,5d2c008c-148f-034d-d3ec-37808f518726,Glass,eighteenth dynasty,Costume and Accessories,,Ancient Egyptian
3393,Vessel,3ac12915-04d8-0a8c-da98-838672cd167f,Alabaster,egyptian,Vessel,,Ancient Egyptian
3394,Vessel,b57dcce0-f153-9a8f-bf18-e5b4ce1269f7,Alabaster,first dynasty,Vessel,,Ancient Egyptian
3395,Vessel,b9255f5f-c455-1a44-da94-7db0dd58cf19,Alabaster,first dynasty,Vessel,,Ancient Egyptian
3396,Vessel,c4b5a044-92a6-f429-229b-f88581e3afbf,Alabaster,first dynasty,Vessel,,Ancient Egyptian
3397,Vessel,df9ec3e7-91d5-4ad4-d669-fe1896697b79,Travertine (Egyptian alabaster),first dynasty,Vessel,,Ancient Egyptian
3398,Jar with Handles,90644452-241f-e2da-d52e-39aeebe5b5f1,Breccia,predynastic,Vessel,,Ancient Egyptian
3399,Vessel with Lug Handles,06d996a1-6e53-4b56-2958-8d4a5b620972,Stone,ancient,Vessel,,Ancient Egyptian
3400,Vessel with Lug Handles,d11aca0e-cccd-a5a0-40e1-f2d7a1503069,Stone,old kingdom,Vessel,,Ancient Egyptian
3401,Vessel with Lug Handles,25f8afc7-05f0-3876-deaa-961a4751eb43,Stone,old kingdom,Vessel,,Ancient Egyptian
3402,Fragment of a Stela Depicting Fowling in the Marshes,bf44c50c-de99-e90d-55bf-0973e0cc6fb5,Limestone with traces of pigment,first intermediate period,Architectural fragment,,Ancient Egyptian
3403,Kohl Jar with Lid,ee620488-6fd2-3e5d-d619-15efa4b4ca7e,Travertine (Egyptian alabaster),middle kingdom,Vessel,,Ancient Egyptian
3404,Statuette of a Sphinx from a Barque Standard,2fa1f706-aa14-c2ae-b5b4-9ec8c6ce7cd6,Copper alloy,third intermediate period,Sculpture,,Ancient Egyptian
3405,Fragment of a Head from a Statue of a King,039681e6-aa3b-48e7-2592-d5bce0cd371e,Greywacke,late period (egyptian),Sculpture,,Ancient Egyptian
3406,Jar,87eae297-0baf-b070-0f2f-0675f6067575,Stone,old kingdom,Vessel,,Ancient Egyptian
3407,Oil Jar with Lid,757bb21f-8370-87ac-98a6-cf2097cdc5fe,Stone,second intermediate period,Vessel,,Ancient Egyptian
3408,Bead Net Mummy Shroud,169cdf3f-9fda-c1b7-2f24-e5312bea6929,Faience beads,late period (egyptian),Funerary Object,,Ancient Egyptian
3409,Ointment Vessel,34d1b792-d116-7dc7-3c36-141ec30f7229,Travertine (Egyptian alabaster),new kingdom,Vessel,,Ancient Egyptian
3410,Cosmetic Saucer Decorated with Swans,2836081d-8952-a6ab-0a4f-147d3648dbd1,Stone,new kingdom,Vessel,,Ancient Egyptian
3411,Stela of Amenemhat and Yatu,7c710222-b09c-87eb-3705-919c715bfd72,Limestone and pigment,middle kingdom,Architectural fragment,,Ancient Egyptian
3412,"Canopic Jar of the Overseer of the Builders of Amun, Amenhotep",298d00cd-e456-90e5-75d1-38dcf8439bb1,Ceramic and pigment,new kingdom,Funerary Object,,Ancient Egyptian
3413,Model of a River Boat,f16a5e00-31c5-1e61-a953-15c5abb42ca3,Wood and pigment,middle kingdom,Funerary Object,,Ancient Egyptian
3414,Relief Plaque Depicting a God,78a05d71-7f99-d31e-c822-33a92954c35d,Limestone,ptolemaic,Architectural fragment,,Ancient Egyptian
3415,Stela of Amenemhat and Hemet,c313fc5a-bbba-ce20-6bbe-d077780dfb42,Limestone and pigment,twelfth dynasty,Architectural fragment,,Ancient Egyptian
3416,Lintel Fragment Depicting Iniuia and Iuy Worshipping Deities,790d628a-23b0-c2f4-b054-164457dddee1,Limestone and pigment,new kingdom,Architectural fragment,,Ancient Egyptian
3417,Shabti of Psamtek,80014edd-6399-f039-993e-3cd956fdcd0a,Faience,late period (egyptian),Funerary Object,,Ancient Egyptian
3418,Plaque Depicting a Ram,4b2a4e8f-3160-0e00-06a0-d0014a94254f,Limestone,ptolemaic,Architectural fragment,,Ancient Egyptian
3419,Head of an Official,b193b8a4-1a97-ee40-918c-cf1f92cf6a9b,Granite,middle kingdom,Sculpture,,Ancient Egyptian
3420,Sketch of a King,87d3ec5d-e8ff-470d-df8e-49bf1e2bf5e6,Limestone and pigment,new kingdom,Drawing and Watercolor,,Ancient Egyptian
3421,Stela of Tjenti and Nefret,ded5de06-e39e-7974-27ba-0d2db380f149,Limestone,old kingdom,Architectural fragment,,Ancient Egyptian
3422,"Artist's Trial Piece: Hathor in Shrine, Offerings, Ox Head",bd25ac4f-292d-828a-e009-8910580d07c7,Limestone,late period (egyptian),Architectural fragment,,Ancient Egyptian
3423,Plaque Depicting a Queen or Goddess,d7e43072-2074-867d-7045-545420bf3589,Limestone,ptolemaic,Architectural fragment,,Ancient Egyptian
3424,Plaque Depicting a Quail Chick,2e3d2849-70bb-50cd-0d14-fcbc4c6d3b25,Limestone,ptolemaic,Architectural fragment,,Ancient Egyptian
3425,Fragment of a Tomb Wall Depicting Offering Bearers and Butchers,f196c3d6-948f-5212-2067-f07fd1d5f508,Limestone,old kingdom,Architectural fragment,,Ancient Egyptian
3426,Relief Fragment Depicting Meret-Teti-iyet with Offerings,e7716245-e084-cf29-f1c2-780e078c3988,Limestone and pigment,first intermediate period,Architectural fragment,,Ancient Egyptian
3427,Statuette of Osiris,491525ad-f8ab-f5eb-12ab-f86a28f180e8,Steatite,late period (egyptian),Sculpture,,Ancient Egyptian
3428,Statuette of Ptah,81f4e3e0-b2f5-5b5d-f6d7-7af2374a001f,Copper alloy and gold,twenty-sixth dynasty,Sculpture,,Ancient Egyptian
3429,Ointment Vessel with Lid,9a46d4fb-0ecb-c0af-df63-5e01c1b340aa,Serpentinite,egyptian,Vessel,,Ancient Egyptian
3430,Vessel,8f702b8a-dd57-5067-61be-b31238fc43fb,Travertine (Egyptian alabaster),egyptian,Vessel,,Ancient Egyptian
3431,Ointment Vessel,f48dbd82-f804-110a-5fd6-893f8041dcb1,Travertine (Egyptian alabaster),new kingdom,Vessel,,Ancient Egyptian
3432,Relief of a Bull,e088f091-152e-cf00-887f-77b45b16a2f8,Limestone,ptolemaic,Architectural fragment,,Ancient Egyptian
3433,Statuette of Re-Horakhty,2fd38bf9-f0ef-4c9b-ecc9-a30b9e91e213,Copper alloy with gilding,third intermediate period,Sculpture,,Ancient Egyptian
3434,Statuette of Sobek,548eb570-b736-c511-63a1-8dc933e38996,Copper alloy,late period (egyptian),Sculpture,,Ancient Egyptian
3435,Statuette of Osiris-Iah,08077d3c-9b8c-5b0f-f2ae-4f1ce6a76029,Copper alloy,late period (egyptian),Sculpture,,Ancient Egyptian
3436,Shabti of Horu,d9c59b34-39bd-c04e-87b3-20ea87bf8f98,Faience,late period (egyptian),Funerary Object,,Ancient Egyptian
3437,Head From a Shabti (Funerary Figurine) of Queen Tiye,fc51406a-3275-4767-a03e-062f9a5b7bda,Travertine (Egyptian alabaster) and pigment,new kingdom,Sculpture,,Ancient Egyptian
3438,Statuette of Imhotep,b2ffb5fa-fe0f-1c73-1d9d-18bb5bbd0aa6,Copper alloy,ptolemaic,Sculpture,,Ancient Egyptian
3439,Shabti (Funerary Figurine) of Nebseni,7802cbf9-be32-6736-f8e7-cb4aabb35c1c,Wood (tamarisk) and pigment,new kingdom,Funerary Object,,Ancient Egyptian
3440,Jar with Painted Decoration,ea20099f-1e4d-afa3-2091-abf1ebf0881e,Ceramic and pigment,predynastic,Vessel,,Ancient Egyptian
3441,"Canopic Jar of the Overseer of the Builders of Amun, Amenhotep",87fba4bd-7c22-7b6a-d709-b6820652c64b,Ceramic and pigment,new kingdom,Funerary Object,,Ancient Egyptian
3442,"Canopic Jar of the Overseer of the Builders of Amun, Amenhotep",9f7eee59-8bac-4850-6222-f35c95fbbf60,Ceramic and pigment,new kingdom,Funerary Object,,Ancient Egyptian
3443,"Canopic Jar of the Overseer of the Builders of Amun, Amenhotep",62f9ed0c-ad1a-4744-4de9-b0004b50ccea,Ceramic and pigment,new kingdom,Funerary Object,,Ancient Egyptian
3444,Amulet of the God Horus,de976564-7dd2-e3fc-96f0-b75df500437a,Faience,egyptian,Costume and Accessories,,Ancient Egyptian
3445,Head from an Anthropoid Sarcophagus,be14a587-9640-edaf-7845-a50d138adc4e,Limestone,saite period,Funerary Object,,Ancient Egyptian
3446,Yoke,8332b0cf-6d60-46ad-d291-728a065e1823,"Wool, slit tapestry weave",roman period (egyptian),Textile,,Ancient Egyptian
3447,Panel,5bab4e22-8669-4729-bd06-2403cef6e737,Linen and wool; tapestry weave with inlaid pattern,roman period (egyptian),Textile,,Ancient Egyptian
3448,Tomb Wall Fragment Depicting Abdu and Reputka with Offering Bearers,5e23e22d-6bde-514d-38f5-106a7fddf424,Limestone,old kingdom,Architectural fragment,,Ancient Egyptian
3449,Cylinder with Geometric Designs and Hieroglyphs,8ed4c0ae-db80-af95-cb12-6cdce2757223,Glazed steatite,second intermediate period,Costume and Accessories,,Ancient Egyptian
3450,Bead with Cartouche of Amenemhat,3f65ac2f-2a88-f189-3f15-d8aa3e4afd44,Steatite,middle kingdom,Costume and Accessories,,Ancient Egyptian
3451,Amulet of the Goddess Tawaret (Toeris),762e3b62-60db-526b-c9df-7fd4f1c3e732,Faience,third intermediate period,Costume and Accessories,,Ancient Egyptian
3452,Roundel,f1a6de1d-e336-5610-6f79-d34beb3d010d,"Linen and wool, tapestry weave",roman period (egyptian),Textile,,Ancient Egyptian
3453,Fragment,2bb07b65-1484-ca93-a520-7e4e51a25eb8,"Linen and wool, tapestry weave",roman period (egyptian),Textile,,Ancient Egyptian
3454,Fragment,88d83d02-0f9c-6e11-f1d7-0ccc079fcf6c,"Linen and wool, tapestry weave",roman period (egyptian),Textile,,Ancient Egyptian
3455,Double-sided Plaque Depicting a Lion and Birds,6ee98bb4-554c-2c0e-1e35-a89e6395d90f,Limestone and pigment,ptolemaic,Architectural fragment,,Ancient Egyptian
3456,Sleeve Band,f4f97fbb-cc94-3ab7-ea28-2d7cdea2bb41,"Linen and wool, slit tapestry weave",roman period (egyptian),Textile,,Ancient Egyptian
3457,Yoke (Tunic),09743654-e231-955a-2b36-b0e7b70b45d7,"Linen and wool, tapestry weave",roman period (egyptian),Textile,,Ancient Egyptian
3458,Fragment,a881a471-7392-1b54-3183-2c2a84974a1b,"Silk, twill weave",roman period (egyptian),Textile,,Ancient Egyptian
3459,Fragment,dff9cce7-a92c-6727-c981-279713801a4b,,roman period (egyptian),Textile,,Ancient Egyptian
3460,Architectural Fragment with Relief Carving,f91b6683-22cc-6370-b22e-c26678a33416,Wood,coptic (period),Architectural fragment,,Ancient Egyptian
3461,Fragment,cdaad7bf-ea67-26b6-e095-4222adb51327,"Linen and wool, slit tapestry weave",roman period (egyptian),Textile,,Ancient Egyptian
3462,Fragment,e0a53df5-fd2b-16c5-0411-713ffbecc9e6,"Linen and wool, tapestry weave",roman period (egyptian),Textile,,Ancient Egyptian
3463,Fragment,6839aee1-d7d1-26a9-5ece-aa9277fb3649,"Linen and wool, slit and dovetailed tapestry weave with eccentric wefts and supplementary wrapping weft details; edged by plain weave with supplementary wrapping wefts forming uncut loop pile",roman period (egyptian),Textile,,Ancient Egyptian
3464,Stela (Commemorative Stone) Depicting the Funeral of Ramose,14a65b96-0d42-7406-66cd-18c7145e97f0,Sandstone and pigment,new kingdom,Architectural fragment,,Ancient Egyptian
3465,Trial Piece with Hieroglyphs,13438eb9-d7b2-03fb-ea48-c17d04b938a7,Granite,ptolemaic,Architectural fragment,,Ancient Egyptian
3466,Statuette of a Jackal,85cbe520-4a3c-6ce8-6233-d6cd7163af74,Copper alloy,late period (egyptian),Sculpture,,Ancient Egyptian
3467,Vessel,74de5300-1e34-4707-6382-37d7422b4661,Ceramic,predynastic,Vessel,,Ancient Egyptian
3468,Roundel,e7e4bcad-0110-15e9-720a-fff36c33aea9,"Linen and wool, plain weave and slit tapestry weave with eccentric and supplementary wrapping weft details",roman period (egyptian),Textile,,Ancient Egyptian
3469,Fragment (Border),b0b46460-58e7-af92-30f0-fc06b55583c4,"Wool and linen, slit tapestry weave",roman period (egyptian),Textile,,Ancient Egyptian
3470,Fragment (from a Large Hanging),e0f36497-6469-1a89-9e6b-4ec8adc9b823,"Linen and wool, plain weave; uncut pile weave",roman period (egyptian),Textile,,Ancient Egyptian
3471,Fragment (Border),7250755a-2b1e-e4b0-a1c6-8e6ada4a6699,"Linen and wool, tapestry weave",roman period (egyptian),Textile,,Ancient Egyptian
3472,Fragment,8b16b0e8-b8a3-2199-f088-b621e2166f80,"Linen and wool, tapestry weave",roman period (egyptian),Textile,,Ancient Egyptian
3473,Fragment of a Floral Inlay,846aee6b-0a6b-c6cf-6bed-b2ac0b0b8e4d,"Glass, mosaic technique",ptolemaic,Decorative Arts,,Ancient Egyptian
3474,Fragment of a Floral Inlay,e99b50d8-7882-5a07-ed04-e1c1f34891f3,"Glass, mosaic technique",ptolemaic,Decorative Arts,,Ancient Egyptian
3475,Fragment of an Inlay,139d8dc7-8e5c-a2dd-4697-ffb1d080338a,"Glass, mosaic technique",roman period (egyptian),Decorative Arts,,Ancient Egyptian
3476,Fragment of a Cane,f574c38b-3cf1-b6a5-447c-87f5e4cf9913,"Glass, mosaic technique",,Decorative Arts,,Ancient Egyptian
3477,Fragment of an Inlaly Depicting a Bird,7c315ae7-d7c8-daca-99fb-601fa26c28ff,"Glass, mosaic technique",ptolemaic,Decorative Arts,,Ancient Egyptian
3478,Fragment of an Inlay (Perhaps Part of a Collar),0c3d515b-31aa-c9da-190c-ab15a765f6c8,"Glass, mosaic technique",roman period (egyptian),Decorative Arts,,Ancient Egyptian
3479,Group of Checkerboard Patterned Inlays,b566f34c-37e7-abb1-5f51-1f56d2e990da,"Glass, mosaic technique",,Decorative Arts,,Ancient Egyptian
3480,Fragment of a Checkerboard Patterned Inlay,e620949c-c626-9445-b8d6-5024319172f5,"Glass, mosaic technique",,Decorative Arts,,Ancient Egyptian
3481,Fragment of a Floral Plaque,4387c07d-1958-8c50-4b59-3518d3c2e264,"Glass, mosaic technique",ptolemaic,Decorative Arts,,Ancient Egyptian
3482,Fragment of a Floral Inlay,70e1324c-895c-d4a8-7bcd-11e24cc2d720,"Glass, mosaic technique",ptolemaic,Decorative Arts,,Ancient Egyptian
3483,Fragment of a Floral Inlay,c3132862-ee31-3a2e-ea89-9c462c11300e,"Glass, mosaic technique",ptolemaic,Decorative Arts,,Ancient Egyptian
3484,Vase,6717c66f-2b5f-a601-2ee8-b353122d101a,"Glass, core-formed technique",,Vessel,,Ancient Egyptian
3485,Mirror Decoration,eee7512f-4268-df9d-923b-f6eb8bbcd0bc,Glass,,Decorative Arts,,Ancient Egyptian
3486,Mirror Decoration,8bfa9c16-ff25-f570-c1f9-e77de346cc4d,Glass,,Decorative Arts,,Ancient Egyptian
3487,Mirror Decoration,72356ea8-d4ce-7706-d21f-56c11c8ca110,Glass,,Decorative Arts,,Ancient Egyptian
3488,Mirror with Frame,ee713844-1f81-d9a8-d7f9-75ee9b64f337,Alabaster and glass,byzantine,Religious/Ritual Object,,Ancient Egyptian
3489,Necklace,12c3a750-a424-f15c-23b6-08d5e81494b4,Glass and gold,ptolemaic,Costume and Accessories,,Ancient Egyptian
3490,Alabastron with Inscription,d1fcd094-71b1-8656-1036-5a09cb082346,Travertine (Egyptian alabaster),late period (egyptian),Vessel,,Ancient Egyptian
3491,Shroud,4e95ccaf-355b-eaf6-ccc7-873660380f3c,"Linen, plain weave; painted; warp fringe",ptolemaic,Textile,,Ancient Egyptian
3492,Head and Torso of a Man from a Pair Statue,b623c3b3-0d91-3f5c-1fdc-da200ee8c4ec,Limestone and pigment,egyptian,Sculpture,,Ancient Egyptian
3493,Vessel,3ce15c9c-eb75-6278-87e9-ea985db7f1c7,Ceramic and pigment,predynastic,Vessel,,Ancient Egyptian
3494,Statuette of Wesir-nakht,5b5fb2c4-c8eb-67d7-76f5-46b341da3a9c,Stone,twenty-sixth dynasty,Sculpture,,Ancient Egyptian
3495,Statuette of the God Imhotep,d267c75f-581f-9ada-2548-f412f6751cc7,Bronze,egyptian,Sculpture,,Ancient Egyptian
3496,Statuette of the God Anubis,248905ef-d485-73a2-d29b-49c3a76c36bb,Copper alloy,egyptian,Sculpture,,Ancient Egyptian
3497,Coffin and Mummy of Paankhenamun,93270aaf-16a5-1604-c6c8-0f3c003eb7a1,"Cartonnage, gold leaf, pigment, and mummified human remains",twenty-second dynasty,Funerary Object,,Ancient Egyptian
3498,Fragment of a Tomb Wall Depicting Donkeys,41385d6f-b602-6f9a-6b54-4fa30ba322c7,Limestone and pigment,old kingdom,Architectural fragment,,Ancient Egyptian
3499,"Fragment of a Stela Depicting Plowing, Harvesting, and Fowling",18dd4716-7392-089a-cdea-0a8a98b394fc,Limestone,tenth dynasty,Architectural fragment,,Ancient Egyptian
3500,Wall Fragment from a Tomb Depicting a Harvest Scene,cf62f4a5-18ac-ae39-b6eb-61904d4bbb2c,Limestone,tenth dynasty,Architectural fragment,,Ancient Egyptian
3501,Wall Fragment from a Tomb Depicting Offering Bearers,96820e62-bd4f-641b-d825-cce101abf482,Limestone,egyptian,Architectural fragment,,Ancient Egyptian
